ï»¿article_link_1,article_link_1/_text,article_link_1/_title,article_image,article_image/_alt,article_link_2,article_link_2/_text,article_link_2/_title,sourcepref_value,label,date_value,date_value_dates,snippet_description_1,snippet_description_1_dates,snippet_value_1,snippet_description_2,snippet_value_2,snippet_description_3,snippet_value_3,_PAGE_NUMBER
http://www.stuff.co.nz/world/europe/74472047/britains-david-cameron-says-its-time-to-bomb-militants-in-syria,,Stuff.co.nz,https://t1.gstatic.com/images?q=tbn:ANd9GcR3mx4BwrLwAP2KtjxZt3mKNXNuaeKkpH3G8Roa4kyqmTuAtXiadwjg4Z3ZlMpOEnFurK8sRTI,,http://www.stuff.co.nz/world/europe/74472047/britains-david-cameron-says-its-time-to-bomb-militants-in-syria,Britain's David Cameron says it's time to bomb militants in Syria,,Stuff.co.nz,-,â€_22 hours agoâ€_,,Prime Minister,,David Cameron,"said on Thursday (Friday NZ Time) it was time to join air strikes against Islamic State in Syria because Britain cannot ""subcontract its security to other countries"". Many Britons are wary of entering into another war in",...,,,2
http://www.telegraph.co.uk/news/worldnews/middleeast/syria/12017650/David-Cameron-Syria-air-strikes-unlikely-to-lead-to-civilian-casualties.html,,Telegraph.co.uk,https://t2.gstatic.com/images?q=tbn:ANd9GcTlR6nTQVYWqHMN4ZgJwj4y0943PBTrTOrt1JuojtrsyaREreZzop7nOeM8kCpY45Yl35UrVIpi,,http://www.telegraph.co.uk/news/worldnews/middleeast/syria/12017650/David-Cameron-Syria-air-strikes-unlikely-to-lead-to-civilian-casualties.html,David Cameron: Syria air strikes unlikely to lead to civilian casualties,,Telegraph.co.uk,-,"â€_Nov 25, 2015â€_",1.44841E+12,"Speaking in the Commons on Wednesday, Mr",,Cameron,"said: ""I am not for one minute arguing that action from the air alone can solve the very serious problem we have with Isil. ""Clearly we need a political settlement in Syria and a government in Syria that ...",,,,2
http://www.itv.com/news/2015-11-26/david-cameron-makes-the-case-for-bombing-islamic-state-in-syria/,,ITV News,https://t2.gstatic.com/images?q=tbn:ANd9GcRM_E39pAyuAVTMlFbbNIeJRukwzCuerIY7DczcVEsdbLzvZH1bMmddPCzrYBxk2R2bGUQNlh5d,,http://www.itv.com/news/2015-11-26/david-cameron-makes-the-case-for-bombing-islamic-state-in-syria/,David Cameron: It's in UK's national interest to join bombing of Islamic State ...,,ITV News,-,â€_21 hours agoâ€_,,Prime Minister,,David Cameron,"has set out his case for British jets and drones to strike so-called Islamic State targets in Syria in an address to the Commons. Mr Cameron said Islamic State posed a ""serious and undeniable"" threat to Britain and British",...,,,2
http://www.irishexaminer.com/world/david-cameron-calls-for-support-of-british-air-strikes-targeting-islamic-state-in-syria-367417.html,,Irish Examiner,https://t0.gstatic.com/images?q=tbn:ANd9GcS6l4_kbxSkWoCLgUVmGPQL3rdi_GrGZBRGpMThf6vJc6kqAzi2blap3HtZx9KZAZqDa1PNMuDS,,http://www.irishexaminer.com/world/david-cameron-calls-for-support-of-british-air-strikes-targeting-islamic-state-in-syria-367417.html,David Cameron calls for support of British air strikes' targeting Islamic ...,,Irish Examiner,-,â€_14 hours agoâ€_,,,,Cameron,", who ruled out deploying British ground forces, said he was pursuing an â€œIS-firstâ€ù strategy while continuing to work for long-term peace for Syria.",Cameron,lost a vote on air strikes against Syrian president Bashar al-Assad's forces in 2013 and,...,2
http://www.gazettelive.co.uk/news/uk-world-news/morning-news-headlines-david-cameron-10504323,,Gazette Live,https://t3.gstatic.com/images?q=tbn:ANd9GcQVlqZl27gLvYCw1i4fXJ6AIZuE9N9D5BbRYfdBdXCDS_tJiWQUaUAAeKflhnZhhrpub19I8aA,,http://www.gazettelive.co.uk/news/uk-world-news/morning-news-headlines-david-cameron-10504323,Prime Minister David Cameron speaks during Prime Minister's Questions in the ...,,Gazette Live,-,â€_2 hours agoâ€_,,"Islamic State is orchestrating terror plots against the UK from its Syrian stronghold,",,David Cameron,will warn as he argues for an extension of British bombing raids into the group's heartland. The Prime Minister will set out the case for RAF jets and,...,,,2
http://www.telesurtv.net/english/news/David-Cameron-Readies-for-War-in-36-Page-Syria-Plan--20151126-0005.html,,teleSUR English,https://t1.gstatic.com/images?q=tbn:ANd9GcQr_y2GRKm3vCe6OT9xGArHRkBTCuPh4Ec4h83VYq6pSnG8sg0VkcMstJzP80KCfqzvUne9FoXT,,http://www.telesurtv.net/english/news/David-Cameron-Readies-for-War-in-36-Page-Syria-Plan--20151126-0005.html,David Cameron Readies for Intensified War in 36-Page Syria Plan,,teleSUR English,-,"â€_Nov 26, 2015â€_",1.4485E+12,"Britain should take part in airstrikes against the Islamic State group in Syria, Prime Minister",,David Cameron,"said Thursday, basing his speech on a 36-page document (attached below). Speaking in Parliament, Cameron tried to persuade politicians to",...,,,2
http://www.telegraph.co.uk/news/worldnews/middleeast/syria/12020480/Sarah-Wollaston-MP-I-opposed-Syria-bombing-in-2013-but-this-time-its-different.html,,Telegraph.co.uk,https://t0.gstatic.com/images?q=tbn:ANd9GcRUPnbQyInFpi7pLIeVeXnRC6OpYIU84zK05L6eTyiEJDaPlTavV1FSr-qX6C1cHw-SoHg-t4M,,http://www.telegraph.co.uk/news/worldnews/middleeast/syria/12020480/Sarah-Wollaston-MP-I-opposed-Syria-bombing-in-2013-but-this-time-its-different.html,"Sarah Wollaston MP: I opposed Syria bombing in 2013, but now David Cameron has ...",,Telegraph.co.uk,-,â€_4 hours agoâ€_,,"Two years ago, I voted to oppose military action against the Assad regime in Syria. If",,David Cameron,"returns to the Commons next week, I will be voting to stand with our allies in extending air strikes against Isil, wherever they hide. It has not been",...,,,2
,,,,,http://www.huffingtonpost.co.uk/2015/11/26/david-cameron-publishes-case-for-bombing-isis-in-syria_n_8653774.html,"David Cameron Has Published His Case For Bombing Isis In Syria, 'Our Closest ...",,Huffington Post UK,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,"has published a dossier making the case for British military action against Isis in Syria. In a response to the Commons foreign affairs committee report that warned against expanding RAF strikes beyond Iraq, the prime minister said today",...,,,2
,,,,,http://gantdaily.com/2015/11/26/british-pm-david-cameron-asks-parliament-for-strikes-on-isis-in-syria/,British PM David Cameron asks Parliament for strikes on ISIS in Syria,,Gant Daily,-,"â€_Nov 26, 2015â€_",1.4485E+12,He hosted British Prime Minister,,David Cameron,in Paris on Monday and met Tuesday with U.S. President Barack Obama in Washington. France and Britain are already part of a U.S.-led coalition that has been bombing ISIS targets. Russia is conducting ...,,,,2
http://www.cbc.ca/news/world/cameron-uk-isis-syria-airstrikes-1.3337743,,CBC.ca,https://t1.gstatic.com/images?q=tbn:ANd9GcRNo1cxh0y2uFYXKgJupFFo-6FF1UMuRDrLnm9OMlQNAwwD2NR3FaXZuODeLwrXKHmVoMtZtjIB,,http://www.cbc.ca/news/world/cameron-uk-isis-syria-airstrikes-1.3337743,UK PM David Cameron says time to join airstrikes against ISIS in Syria,,CBC.ca,-,"â€_Nov 26, 2015â€_",1.4485E+12,Prime Minister,,David Cameron,"tried to persuade reluctant lawmakers to back airstrikes on the Islamic State group in Syria, saying Thursday that the Paris attacks have given the fight new urgency and Britain owes it to key allies to act. Cameron told",...,,,2
http://www.middleeasteye.net/news/david-cameron-syria-islamic-state-490104734,,Middle East Eye,https://t2.gstatic.com/images?q=tbn:ANd9GcT0CXKe5tGGBjTiS3c54dB2Y1fGrirp9_1KfhWS5pJhai2oIwsuLpefUS_sUp0e6RGPvrKCyYM,,http://www.middleeasteye.net/news/david-cameron-syria-islamic-state-490104734,David Cameron tells MPs: UK cannot afford to stand aside on Syria,,Middle East Eye,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,"has appealed for British MPs to back the extension of airstrikes against the Islamic State group to Syria, saying the UK could not ""stand aside"" in the war and asking: ""If not now, when?"" In a speech to Parliament on Thursday, the British",...,,,2
http://metro.co.uk/2015/11/26/david-cameron-sets-out-plans-for-syria-air-strikes-5526680/,,Metro,https://t1.gstatic.com/images?q=tbn:ANd9GcQA9Fu9vW6Ywy-f-kh_-ds6PNry-y-8gE3iLv34zbcvr9Cuv0cNj5wkrW_HOrm1KGcs_9PXkfDv,,http://metro.co.uk/2015/11/26/david-cameron-sets-out-plans-for-syria-air-strikes-5526680/,David Cameron sets out plans for Syria air strikes on ISIS 'safe haven',,Metro,-,"â€_Nov 26, 2015â€_",1.4485E+12,"Britain 'cannot afford' to stand aside from the fight against the Islamic State terror group in Syria,",,David Cameron,has said. The Prime Minister set out his case for the extension of RAF airstrikes from Iraq into Syria in a written response to a,...,,,2
http://www.itv.com/news/2015-11-26/david-cameron-to-set-out-case-for-bombing-is-militants-in-syria/,,ITV News,https://t3.gstatic.com/images?q=tbn:ANd9GcSLS0xjYRUJw3b4x_HgoezuLcovELWBEKibH9T9PQbFfoGwk9ECve4GDzTB3cHk4OdiWUCukUZ1,,http://www.itv.com/news/2015-11-26/david-cameron-to-set-out-case-for-bombing-is-militants-in-syria/,David Cameron to set out case for bombing IS militants in Syria,,ITV News,-,"â€_Nov 25, 2015â€_",1.44841E+12,,,David Cameron,will try to convince MPs that British jets and drones should be striking so-called Islamic State targets in Syria when he addresses the House of Commons on Thursday. The Prime Minister wants to see Britain join the likes of the United,...,,,2
http://www.telegraph.co.uk/news/worldnews/middleeast/syria/12019607/There-is-a-case-for-bombing-Syria.-But-its-not-as-simple-as-David-Cameron-says.html,,Telegraph.co.uk,https://t0.gstatic.com/images?q=tbn:ANd9GcRi7dxgSGuoyzYs3u-U8hUmFRPamOypwi_CubP0KM3KYLZ2kxpBSguai14yfwNCKj-8ELWWFfjT,,http://www.telegraph.co.uk/news/worldnews/middleeast/syria/12019607/There-is-a-case-for-bombing-Syria.-But-its-not-as-simple-as-David-Cameron-says.html,There is a case for bombing Syria. But it's not as simple as David Cameron says,,Telegraph.co.uk,-,â€_19 hours agoâ€_,,,,David Cameron,"didn't talk much about this yesterday. Indeed, listening to him address MPs, it all sounded rather simple â€“ as if the enemy was lying unmolested, thumbing its nose at West and daring the RAF to and visit. â€œEvery day we fail to act,â€ù he",...,,,2
,,,,,http://www.ndtv.com/world-news/britain-should-join-syria-air-strikes-david-cameron-tells-lawmakers-1247906,David Cameron Makes Case for Britain to Join Syria Air Strikes,,NDTV,-,"â€_Nov 26, 2015â€_",1.4485E+12,Labour's anti-war leader Jeremy Corbyn is against any military action but,,Cameron,"appears increasingly confident he can get enough support from Labour MPs to pass the vote, particularly after last week's UN Security Council resolution authorising",...,,,2
http://www.buzzfeed.com/emilyashton/david-cameron-makes-his-case-for-airstrikes-in-syria-if-not,,BuzzFeed News,https://t0.gstatic.com/images?q=tbn:ANd9GcS-SSux-9CzIpG4BUlm2zuU789_OcHG4GAg-aD4nzV98T-GMbtjc7BWl2BGo_Sklx9I19jej3TC,,http://www.buzzfeed.com/emilyashton/david-cameron-makes-his-case-for-airstrikes-in-syria-if-not,"David Cameron Makes His Case For Airstrikes In Syria: â€œIf Not Now, When?â€ù",,BuzzFeed News,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,"has appealed to MPs to back military action against ISIS in Syria, asking: â€œIf not now, when?â€ù The prime minister said it was â€œmorallyâ€ù wrong to â€œshirk our responsibilityâ€ù and leave the US, France, and other allies to fight the terrorists.",,,,2
http://www.firstpost.com/world/my-firm-conviction-that-britain-should-join-syria-airstrikes-pm-david-cameron-tells-ministers-2522662.html,,Firstpost,https://t1.gstatic.com/images?q=tbn:ANd9GcQ-dBzEoJNQxUHYTzlzY18V74ocKDaV8YBxWV87btWdhVXLr4J1pmnyYJcWeae6cKqK6s0o3ul4,,http://www.firstpost.com/world/my-firm-conviction-that-britain-should-join-syria-airstrikes-pm-david-cameron-tells-ministers-2522662.html,"'My firm conviction' that Britain should join Syria airstrikes, PM David ...",,Firstpost,-,"â€_Nov 26, 2015â€_",1.4485E+12,"London: Britain should join air strikes against the Islamic State group in Syria and should not ""sub-contract"" its security to allies, Prime Minister",,David Cameron,"said on Thursday in a written statement to MPs. ""I believe that we should now take the",...,,,2
,,,,,http://www.standard.co.uk/news/politics/david-cameron-urges-mps-to-back-attacks-on-isis-in-syria-a3123706.html,David Cameron urges MPs to back attacks on ISIS in Syria,,Evening Standard,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,today warned of Islamic State's â€œdeadly intentâ€ù to attack Britain as he made an impassioned call for military action against terrorist strongholds in Syria. A Commons vote to authorise immediate RAF bombing raids on the IS headquarters in ...,,,,2
http://indianexpress.com/article/world/world-news/david-cameron-says-time-to-join-air-strikes-against-militants-in-syria/,,The Indian Express,https://t2.gstatic.com/images?q=tbn:ANd9GcRbwUSnDbUgkzIK8LY9x39HEbUYK-9vS9ta6t544Z6tPFvWxemblfOrzRH_1Y7-4p8hq1j2SN4,,http://indianexpress.com/article/world/world-news/david-cameron-says-time-to-join-air-strikes-against-militants-in-syria/,David Cameron says time to join air strikes against militants in Syria,,The Indian Express,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,"says time to join air strikes against militants in Syria. ""It was time to take a decision to join air strikes against Islamic State militants in Syria, arguing that Britain cannot 'subcontract its security to other countries',"" said",David,,...,2
http://www.thecourier.co.uk/news/politics/if-not-now-when-david-cameron-appeals-to-mps-to-back-syria-airstrikes-1.912586,,The Courier,https://t0.gstatic.com/images?q=tbn:ANd9GcTzCXrJBv7ceBU-UetrtzU8IieRT6k5qh_7cbFn-Yn_4f_lPGX7eXpPaFNACsb7xEgELdrJXDM,,http://www.thecourier.co.uk/news/politics/if-not-now-when-david-cameron-appeals-to-mps-to-back-syria-airstrikes-1.912586,"'If not now, when?' â€” David Cameron appeals to MPs to back Syria airstrikes",,The Courier,-,"â€_Nov 26, 2015â€_",1.4485E+12,"In a statement to the Commons, Mr",,Cameron,"admitted that IS - also known as Isis, Isil and Daesh - could not be defeated by airstrikes alone. But he argued it was a key part of a wider ""comprehensive"" strategy to deal with the threat. Mr",Cameron,said he,...,2
http://www.huffingtonpost.co.uk/2015/11/26/jeremy-corbyn-questions-w_n_8654264.html,,Huffington Post UK,https://t2.gstatic.com/images?q=tbn:ANd9GcSCvg5NeCUWVVcgxpD-5P9sgugnuw2mqG5H3yddcBB6XPtgTzsqDw71DXUgC1axvJCq_GBSP2o,,http://www.huffingtonpost.co.uk/2015/11/26/jeremy-corbyn-questions-w_n_8654264.html,Jeremy Corbyn Questions Whether David Cameron's Plan For UK Airstrikes In ...,,Huffington Post UK,-,"â€_Nov 26, 2015â€_",1.4485E+12,Jeremy Corbyn has questioned whether British airstrikes in Syria would make Britain safer from ISIL - despite being told that UK intelligence shows 'the risks of inaction' are greater.,,David Cameron,told a sombre House of Commons that the head of MI5,...,,,2
http://www.newstatesman.com/politics/staggers/2015/11/pmqs-review-jeremy-corbyn-hammers-david-cameron-green-energy-skips-syria,,New Statesman,https://t1.gstatic.com/images?q=tbn:ANd9GcRBSunzx5sn9WYR3wEtUsb_vlJl_f2IA4FESSSwDfaSCyd2O_RVdNiy8sz7ku2ZJoksKDnKuDU1,,http://www.newstatesman.com/politics/staggers/2015/11/pmqs-review-jeremy-corbyn-hammers-david-cameron-green-energy-skips-syria,PMQs review: Jeremy Corbyn hammers David Cameron on green energy â€“ but skips Syria,,New Statesman,-,"â€_Nov 25, 2015â€_",1.44841E+12,"In a low-key exchange ahead of the Autumn Statement, the Labour leader covered two areas where the government is vulnerable: renewable energy and women's refuges. However, he failed to mention Syria and the Russian plane shot down by Turkey.",,,,,,,2
http://www.mirror.co.uk/news/uk-news/david-cameron-calls-air-strikes-6903551,,Mirror.co.uk,https://t3.gstatic.com/images?q=tbn:ANd9GcRi8q5c9ZcMQ3M5HocHRn5bble391QlpcXo3cD3L1L8CJDd4UMZQNBbJ5SfAwcELFXUTiIaMBw,,http://www.mirror.co.uk/news/uk-news/david-cameron-calls-air-strikes-6903551,"David Cameron warns Britain is under ""armed attack"" from ISIS as he calls for ...",,Mirror.co.uk,-,"â€_Nov 26, 2015â€_",1.4485E+12,The Prime Minister said the UK must â€œact in advanceâ€ù before the Islamic State terrorists carry out an atrocity in our country. â€œOne thing is clear: the threats to our interests and to our people are such that we cannot afford to stand aside and not to,,...,,,,,2
https://www.commonspace.scot/articles/3007/tory-mps-speak-out-against-david-cameron-s-case-for-bombing-syria,,CommonSpace,https://t1.gstatic.com/images?q=tbn:ANd9GcQVkDDxK2n3dhbrpcgcq34M06ZXT5GMI2if_6sG3KFi1xjgg3ORR5mTOhJEL2Eqr_BJQcwTf_F0,,https://www.commonspace.scot/articles/3007/tory-mps-speak-out-against-david-cameron-s-case-for-bombing-syria,Tory MPs speak out against David Cameron's case for bombing Syria,,CommonSpace,-,"â€_Nov 26, 2015â€_",1.4485E+12,The lengthy debate in parliament - including 105 questions from MPs - followed the release by Prime Minister,,David Cameron,"of his case for war in Syria, extending current bombing action in Iraq across the border to target Daesh (Islamic State) extremists.",,,,3
http://www.business-standard.com/article/news-ians/air-strikes-against-is-in-syria-to-make-britain-safer-115112700113_1.html,,Business Standard,https://t1.gstatic.com/images?q=tbn:ANd9GcQbxFNLNVI9gob8qfdM9YRcEv9N8uP5x8W834UfajzeZumwhsHxUtNJ1D1rQxFHe2_lDdjwHJQ,,http://www.business-standard.com/article/news-ians/air-strikes-against-is-in-syria-to-make-britain-safer-115112700113_1.html,'Air strikes against IS in Syria to make Britain safer',,Business Standard,-,â€_11 hours agoâ€_,,British Prime Minister,,David Cameron,said that British air strikes against Islamic State (IS) targets in Syria will make his country safer. Launching air strikes against IS militants in Syria would not make Britain a bigger target for terrorist attacks,...,,,3
